"left","right","status","reason"
"MV-39","MV-07","orthogonal","different decision"
"MV-39","MV-08","orthogonal","different decision"
"MV-39","MV-09","orthogonal","different decision"
"MV-39","MV-10","orthogonal","different decision"
"MV-39","MV-11","orthogonal","different decision"
"MV-39","MV-12","orthogonal","different decision"
"MV-39","MV-13","orthogonal","different decision"
"MV-39","MV-14","orthogonal","different decision"
"MV-39","MV-15","orthogonal","different decision"
"MV-39","MV-16","orthogonal","different decision"
"MV-39","MV-17","orthogonal","different decision"
"MV-39","MV-18","orthogonal","different decision"
"MV-39","MV-19","orthogonal","different decision"
"MV-39","MV-20","orthogonal","different decision"
"MV-39","MV-21","orthogonal","different decision"
"MV-39","MV-22","orthogonal","different decision"
"MV-39","MV-23","orthogonal","different decision"
"MV-39","MV-24","orthogonal","different decision"
"MV-39","MV-25","orthogonal","different decision"
"MV-39","MV-26","orthogonal","different decision"
"MV-39","MV-27","orthogonal","different decision"
"MV-39","MV-28","orthogonal","different decision"
"MV-39","MV-29","orthogonal","different decision"
"MV-39","MV-30","orthogonal","different decision"
"MV-39","MV-31","orthogonal","different decision"
"MV-39","MV-32","orthogonal","different decision"
"MV-39","MV-33","orthogonal","different decision"
"MV-39","MV-34","orthogonal","different decision"
"MV-39","MV-35","orthogonal","different decision"
"MV-39","MV-36","orthogonal","different decision"
"MV-39","MV-37","orthogonal","different decision"
"MV-39","MV-38","orthogonal","different decision"
"MV-39","MV-39","self","same rule"
"MV-39","MV-40","orthogonal","different decision"
"MV-39","VS-01","orthogonal","different decision"
"MV-39","VS-02","orthogonal","different decision"
"MV-39","VS-03","orthogonal","different decision"
"MV-39","VS-04","orthogonal","different decision"
"MV-39","VS-05","orthogonal","different decision"
"MV-39","VS-06","orthogonal","different decision"
"MV-39","VS-07","orthogonal","different decision"
"MV-39","VS-08","orthogonal","different decision"
"MV-39","VS-09","orthogonal","different decision"
"MV-39","DP-01","orthogonal","different decision"
"MV-39","DP-02","orthogonal","different decision"
"MV-39","DP-03","orthogonal","different decision"
"MV-39","DP-04","orthogonal","different decision"
"MV-39","DP-05","orthogonal","different decision"
"MV-39","DP-06","orthogonal","different decision"
"MV-39","DP-07","orthogonal","different decision"
"MV-39","DP-08","orthogonal","different decision"
"MV-39","DP-09","orthogonal","different decision"
"MV-39","DP-10","orthogonal","different decision"
"MV-39","DP-11","orthogonal","different decision"
"MV-39","DP-13","orthogonal","different decision"
"MV-39","DP-14","orthogonal","different decision"
"MV-39","DP-12","orthogonal","different decision"
"MV-39","JS-01","orthogonal","different decision"
"MV-39","JS-02","orthogonal","different decision"
"MV-39","JS-03","orthogonal","different decision"
"MV-39","JS-04","orthogonal","different decision"
"MV-39","JS-05","orthogonal","different decision"
"MV-39","JS-06","orthogonal","different decision"
"MV-39","JS-07","orthogonal","different decision"
"MV-39","JS-08","orthogonal","different decision"
"MV-39","JS-09","orthogonal","different decision"
"MV-39","JS-10","orthogonal","different decision"
"MV-39","KB-01","orthogonal","different decision"
"MV-39","KB-02","orthogonal","different decision"
"MV-39","KB-03","orthogonal","different decision"
"MV-39","KB-04","orthogonal","different decision"
"MV-39","KB-05","orthogonal","different decision"
"MV-39","KB-06","orthogonal","different decision"
"MV-39","KB-07","orthogonal","different decision"
"MV-39","KB-08","orthogonal","different decision"
"MV-39","KB-09","orthogonal","different decision"
"MV-39","KB-10","orthogonal","different decision"
"MV-39","KB-11","orthogonal","different decision"
"MV-39","KB-12","orthogonal","different decision"
"MV-39","KB-13","orthogonal","different decision"
"MV-39","KB-15","orthogonal","different decision"
"MV-39","KB-14","orthogonal","different decision"
"MV-39","SV-01","orthogonal","different decision"
"MV-39","SV-02","orthogonal","different decision"
"MV-39","SV-03","orthogonal","different decision"
"MV-39","SV-04","orthogonal","different decision"
"MV-39","SV-05","orthogonal","different decision"
"MV-39","IM-01","orthogonal","different decision"
"MV-39","IM-02","orthogonal","different decision"
"MV-39","IM-03","orthogonal","different decision"
"MV-39","IM-04","orthogonal","different decision"
"MV-39","IM-05","orthogonal","different decision"
"MV-39","IM-06","orthogonal","different decision"
"MV-39","IM-07","orthogonal","different decision"
"MV-39","IM-08","orthogonal","different decision"
"MV-39","IM-09","orthogonal","different decision"
"MV-39","IM-10","orthogonal","different decision"
"MV-39","IM-11","orthogonal","different decision"
"MV-39","IM-12","orthogonal","different decision"
"MV-39","IM-13","orthogonal","different decision"
"MV-39","IM-14","orthogonal","different decision"
"MV-39","IM-15","orthogonal","different decision"
"MV-39","IM-16","orthogonal","different decision"
"MV-39","IM-17","orthogonal","different decision"
"MV-40","IN-01","orthogonal","different decision"
"MV-40","IN-02","orthogonal","different decision"
"MV-40","IN-03","orthogonal","different decision"
"MV-40","IN-04","orthogonal","different decision"
"MV-40","IN-05","orthogonal","different decision"
"MV-40","SL-01","orthogonal","different decision"
"MV-40","SL-02","orthogonal","different decision"
"MV-40","SL-03","orthogonal","different decision"
"MV-40","SL-04","orthogonal","different decision"
"MV-40","SL-05","orthogonal","different decision"
"MV-40","SL-06","orthogonal","different decision"
"MV-40","SL-07","orthogonal","different decision"
"MV-40","SL-08","orthogonal","different decision"
"MV-40","SL-09","orthogonal","different decision"
"MV-40","SL-10","orthogonal","different decision"
"MV-40","SL-11","orthogonal","different decision"
"MV-40","SL-12","orthogonal","different decision"
"MV-40","SL-13","orthogonal","different decision"
"MV-40","SL-14","orthogonal","different decision"
"MV-40","SL-15","orthogonal","different decision"
"MV-40","SQ-01","orthogonal","different decision"
"MV-40","SQ-02","orthogonal","different decision"
"MV-40","SQ-03","orthogonal","different decision"
"MV-40","SQ-04","orthogonal","different decision"
"MV-40","SQ-05","orthogonal","different decision"
"MV-40","GR-01","orthogonal","different decision"
"MV-40","GR-02","orthogonal","different decision"
"MV-40","GR-18","orthogonal","different decision"
"MV-40","GR-19","orthogonal","different decision"
"MV-40","GR-20","orthogonal","different decision"
"MV-40","GR-03","orthogonal","different decision"
"MV-40","GR-04","orthogonal","different decision"
"MV-40","GR-05","orthogonal","different decision"
"MV-40","GR-06","orthogonal","different decision"
"MV-40","GR-07","orthogonal","different decision"
"MV-40","GR-08","orthogonal","different decision"
"MV-40","GR-09","orthogonal","different decision"
"MV-40","GR-10","orthogonal","different decision"
"MV-40","GR-11","orthogonal","different decision"
"MV-40","GR-12","orthogonal","different decision"
"MV-40","GR-13","orthogonal","different decision"
"MV-40","GR-14","orthogonal","different decision"
"MV-40","GR-15","orthogonal","different decision"
"MV-40","GR-16","orthogonal","different decision"
"MV-40","GR-17","orthogonal","different decision"
"MV-40","PS-01","orthogonal","different decision"
"MV-40","PS-02","orthogonal","different decision"
"MV-40","PS-03","orthogonal","different decision"
"MV-40","PS-04","orthogonal","different decision"
"MV-40","PS-05","orthogonal","different decision"
"MV-40","PS-06","orthogonal","different decision"
"MV-40","PS-07","orthogonal","different decision"
"MV-40","PS-08","orthogonal","different decision"
"MV-40","PS-09","orthogonal","different decision"
"MV-40","PS-10","orthogonal","different decision"
"MV-40","PS-11","orthogonal","different decision"
"MV-40","PS-12","orthogonal","different decision"
"MV-40","PS-13","orthogonal","different decision"
"MV-40","PS-14","orthogonal","different decision"
"MV-40","PS-15","orthogonal","different decision"
"MV-40","BD-01","orthogonal","different decision"
"MV-40","BD-02","orthogonal","different decision"
"MV-40","BD-03","orthogonal","different decision"
"MV-40","BD-04","orthogonal","different decision"
"MV-40","BD-05","orthogonal","different decision"
"MV-40","BD-06","orthogonal","different decision"
"MV-40","BD-07","orthogonal","different decision"
"MV-40","AR-01","orthogonal","different decision"
"MV-40","AR-02","orthogonal","different decision"
"MV-40","AR-03","orthogonal","different decision"
"MV-40","AR-04","orthogonal","different decision"
"MV-40","AR-05","orthogonal","different decision"
"MV-40","AR-06","orthogonal","different decision"
"MV-40","AR-07","orthogonal","different decision"
"MV-40","AR-08","orthogonal","different decision"
"MV-40","AR-09","orthogonal","different decision"
"MV-40","AR-10","orthogonal","different decision"
"MV-40","AR-11","orthogonal","different decision"
"MV-40","AR-12","orthogonal","different decision"
"MV-40","AR-13","orthogonal","different decision"
"MV-40","AR-14","orthogonal","different decision"
"MV-40","AR-15","orthogonal","different decision"
"MV-40","AR-16","orthogonal","different decision"
"MV-40","AR-17","orthogonal","different decision"
"MV-40","MV-01","orthogonal","different decision"
"MV-40","MV-02","orthogonal","different decision"
"MV-40","MV-03","orthogonal","different decision"
"MV-40","MV-04","orthogonal","different decision"
"MV-40","MV-05","orthogonal","different decision"
"MV-40","MV-06","orthogonal","different decision"
"MV-40","MV-07","orthogonal","different decision"
"MV-40","MV-08","orthogonal","different decision"
"MV-40","MV-09","orthogonal","different decision"
"MV-40","MV-10","orthogonal","different decision"
"MV-40","MV-11","orthogonal","different decision"
"MV-40","MV-12","orthogonal","different decision"
"MV-40","MV-13","orthogonal","different decision"
"MV-40","MV-14","orthogonal","different decision"
"MV-40","MV-15","orthogonal","different decision"
"MV-40","MV-16","orthogonal","different decision"
"MV-40","MV-17","orthogonal","different decision"
"MV-40","MV-18","orthogonal","different decision"
"MV-40","MV-19","orthogonal","different decision"
"MV-40","MV-20","orthogonal","different decision"
"MV-40","MV-21","orthogonal","different decision"
"MV-40","MV-22","orthogonal","different decision"
"MV-40","MV-23","orthogonal","different decision"
"MV-40","MV-24","orthogonal","different decision"
"MV-40","MV-25","orthogonal","different decision"
"MV-40","MV-26","orthogonal","different decision"
"MV-40","MV-27","orthogonal","different decision"
"MV-40","MV-28","orthogonal","different decision"
"MV-40","MV-29","orthogonal","different decision"
"MV-40","MV-30","orthogonal","different decision"
"MV-40","MV-31","orthogonal","different decision"
"MV-40","MV-32","orthogonal","different decision"
"MV-40","MV-33","orthogonal","different decision"
"MV-40","MV-34","orthogonal","different decision"
"MV-40","MV-35","orthogonal","different decision"
"MV-40","MV-36","orthogonal","different decision"
"MV-40","MV-37","orthogonal","different decision"
"MV-40","MV-38","orthogonal","different decision"
"MV-40","MV-39","orthogonal","different decision"
"MV-40","MV-40","self","same rule"
"MV-40","VS-01","orthogonal","different decision"
"MV-40","VS-02","orthogonal","different decision"
"MV-40","VS-03","orthogonal","different decision"
"MV-40","VS-04","orthogonal","different decision"
"MV-40","VS-05","orthogonal","different decision"
"MV-40","VS-06","orthogonal","different decision"
"MV-40","VS-07","orthogonal","different decision"
"MV-40","VS-08","orthogonal","different decision"
"MV-40","VS-09","orthogonal","different decision"
"MV-40","DP-01","orthogonal","different decision"
"MV-40","DP-02","orthogonal","different decision"
"MV-40","DP-03","orthogonal","different decision"
"MV-40","DP-04","orthogonal","different decision"
"MV-40","DP-05","orthogonal","different decision"
"MV-40","DP-06","orthogonal","different decision"
"MV-40","DP-07","orthogonal","different decision"
"MV-40","DP-08","orthogonal","different decision"
"MV-40","DP-09","orthogonal","different decision"
"MV-40","DP-10","orthogonal","different decision"
"MV-40","DP-11","orthogonal","different decision"
"MV-40","DP-13","orthogonal","different decision"
"MV-40","DP-14","orthogonal","different decision"
"MV-40","DP-12","orthogonal","different decision"
"MV-40","JS-01","orthogonal","different decision"
"MV-40","JS-02","orthogonal","different decision"
"MV-40","JS-03","orthogonal","different decision"
"MV-40","JS-04","orthogonal","different decision"
"MV-40","JS-05","orthogonal","different decision"
"MV-40","JS-06","orthogonal","different decision"
"MV-40","JS-07","orthogonal","different decision"
"MV-40","JS-08","orthogonal","different decision"
"MV-40","JS-09","orthogonal","different decision"
"MV-40","JS-10","orthogonal","different decision"
"MV-40","KB-01","orthogonal","different decision"
"MV-40","KB-02","orthogonal","different decision"
"MV-40","KB-03","orthogonal","different decision"
"MV-40","KB-04","orthogonal","different decision"
"MV-40","KB-05","orthogonal","different decision"
"MV-40","KB-06","orthogonal","different decision"
"MV-40","KB-07","orthogonal","different decision"
"MV-40","KB-08","orthogonal","different decision"
"MV-40","KB-09","orthogonal","different decision"
"MV-40","KB-10","orthogonal","different decision"
"MV-40","KB-11","orthogonal","different decision"
"MV-40","KB-12","orthogonal","different decision"
"MV-40","KB-13","orthogonal","different decision"
"MV-40","KB-15","orthogonal","different decision"
"MV-40","KB-14","orthogonal","different decision"
"MV-40","SV-01","orthogonal","different decision"
"MV-40","SV-02","orthogonal","different decision"
"MV-40","SV-03","orthogonal","different decision"
"MV-40","SV-04","orthogonal","different decision"
"MV-40","SV-05","orthogonal","different decision"
"MV-40","IM-01","orthogonal","different decision"
"MV-40","IM-02","orthogonal","different decision"
"MV-40","IM-03","orthogonal","different decision"
"MV-40","IM-04","orthogonal","different decision"
"MV-40","IM-05","orthogonal","different decision"
"MV-40","IM-06","orthogonal","different decision"
"MV-40","IM-07","orthogonal","different decision"
"MV-40","IM-08","orthogonal","different decision"
"MV-40","IM-09","orthogonal","different decision"
"MV-40","IM-10","orthogonal","different decision"
"MV-40","IM-11","orthogonal","different decision"
"MV-40","IM-12","orthogonal","different decision"
"MV-40","IM-13","orthogonal","different decision"
"MV-40","IM-14","orthogonal","different decision"
"MV-40","IM-15","orthogonal","different decision"
"MV-40","IM-16","orthogonal","different decision"
"MV-40","IM-17","orthogonal","different decision"
"VS-01","IN-01","orthogonal","different decision"
"VS-01","IN-02","orthogonal","different decision"
"VS-01","IN-03","orthogonal","different decision"
"VS-01","IN-04","orthogonal","different decision"
"VS-01","IN-05","orthogonal","different decision"
"VS-01","SL-01","orthogonal","different decision"
"VS-01","SL-02","orthogonal","different decision"
"VS-01","SL-03","orthogonal","different decision"
"VS-01","SL-04","orthogonal","different decision"
"VS-01","SL-05","orthogonal","different decision"
"VS-01","SL-06","orthogonal","different decision"
"VS-01","SL-07","orthogonal","different decision"
"VS-01","SL-08","orthogonal","different decision"
"VS-01","SL-09","orthogonal","different decision"
"VS-01","SL-10","orthogonal","different decision"
"VS-01","SL-11","orthogonal","different decision"
"VS-01","SL-12","orthogonal","different decision"
"VS-01","SL-13","orthogonal","different decision"
"VS-01","SL-14","orthogonal","different decision"
"VS-01","SL-15","orthogonal","different decision"
"VS-01","SQ-01","orthogonal","different decision"
"VS-01","SQ-02","orthogonal","different decision"
"VS-01","SQ-03","orthogonal","different decision"
"VS-01","SQ-04","orthogonal","different decision"
"VS-01","SQ-05","orthogonal","different decision"
"VS-01","GR-01","orthogonal","different decision"
"VS-01","GR-02","orthogonal","different decision"
"VS-01","GR-18","orthogonal","different decision"
"VS-01","GR-19","orthogonal","different decision"
"VS-01","GR-20","orthogonal","different decision"
"VS-01","GR-03","orthogonal","different decision"
"VS-01","GR-04","orthogonal","different decision"
"VS-01","GR-05","orthogonal","different decision"
"VS-01","GR-06","orthogonal","different decision"
"VS-01","GR-07","orthogonal","different decision"
"VS-01","GR-08","orthogonal","different decision"
"VS-01","GR-09","orthogonal","different decision"
"VS-01","GR-10","orthogonal","different decision"
"VS-01","GR-11","orthogonal","different decision"
"VS-01","GR-12","orthogonal","different decision"
"VS-01","GR-13","orthogonal","different decision"
"VS-01","GR-14","orthogonal","different decision"
"VS-01","GR-15","orthogonal","different decision"
"VS-01","GR-16","orthogonal","different decision"
"VS-01","GR-17","orthogonal","different decision"
"VS-01","PS-01","orthogonal","different decision"
"VS-01","PS-02","orthogonal","different decision"
"VS-01","PS-03","orthogonal","different decision"
"VS-01","PS-04","orthogonal","different decision"
"VS-01","PS-05","orthogonal","different decision"
"VS-01","PS-06","orthogonal","different decision"
"VS-01","PS-07","orthogonal","different decision"
"VS-01","PS-08","orthogonal","different decision"
"VS-01","PS-09","orthogonal","different decision"
"VS-01","PS-10","orthogonal","different decision"
"VS-01","PS-11","orthogonal","different decision"
"VS-01","PS-12","orthogonal","different decision"
"VS-01","PS-13","orthogonal","different decision"
"VS-01","PS-14","orthogonal","different decision"
"VS-01","PS-15","orthogonal","different decision"
"VS-01","BD-01","orthogonal","different decision"
"VS-01","BD-02","orthogonal","different decision"
"VS-01","BD-03","orthogonal","different decision"
"VS-01","BD-04","orthogonal","different decision"
"VS-01","BD-05","orthogonal","different decision"
"VS-01","BD-06","orthogonal","different decision"
"VS-01","BD-07","orthogonal","different decision"
"VS-01","AR-01","orthogonal","different decision"
"VS-01","AR-02","orthogonal","different decision"
"VS-01","AR-03","orthogonal","different decision"
"VS-01","AR-04","orthogonal","different decision"
"VS-01","AR-05","orthogonal","different decision"
"VS-01","AR-06","orthogonal","different decision"
"VS-01","AR-07","orthogonal","different decision"
"VS-01","AR-08","orthogonal","different decision"
"VS-01","AR-09","orthogonal","different decision"
"VS-01","AR-10","orthogonal","different decision"
"VS-01","AR-11","orthogonal","different decision"
"VS-01","AR-12","orthogonal","different decision"
"VS-01","AR-13","orthogonal","different decision"
"VS-01","AR-14","orthogonal","different decision"
"VS-01","AR-15","orthogonal","different decision"
"VS-01","AR-16","orthogonal","different decision"
"VS-01","AR-17","orthogonal","different decision"
"VS-01","MV-01","orthogonal","different decision"
"VS-01","MV-02","orthogonal","different decision"
"VS-01","MV-03","orthogonal","different decision"
"VS-01","MV-04","orthogonal","different decision"
"VS-01","MV-05","orthogonal","different decision"
"VS-01","MV-06","orthogonal","different decision"
"VS-01","MV-07","orthogonal","different decision"
"VS-01","MV-08","orthogonal","different decision"
"VS-01","MV-09","orthogonal","different decision"
"VS-01","MV-10","orthogonal","different decision"
"VS-01","MV-11","orthogonal","different decision"
"VS-01","MV-12","orthogonal","different decision"
"VS-01","MV-13","orthogonal","different decision"
"VS-01","MV-14","orthogonal","different decision"
"VS-01","MV-15","orthogonal","different decision"
"VS-01","MV-16","orthogonal","different decision"
"VS-01","MV-17","orthogonal","different decision"
"VS-01","MV-18","orthogonal","different decision"
"VS-01","MV-19","orthogonal","different decision"
"VS-01","MV-20","orthogonal","different decision"
"VS-01","MV-21","orthogonal","different decision"
"VS-01","MV-22","orthogonal","different decision"
"VS-01","MV-23","orthogonal","different decision"
"VS-01","MV-24","orthogonal","different decision"
"VS-01","MV-25","orthogonal","different decision"
"VS-01","MV-26","orthogonal","different decision"
"VS-01","MV-27","orthogonal","different decision"
"VS-01","MV-28","orthogonal","different decision"
"VS-01","MV-29","orthogonal","different decision"
"VS-01","MV-30","orthogonal","different decision"
"VS-01","MV-31","orthogonal","different decision"
"VS-01","MV-32","orthogonal","different decision"
"VS-01","MV-33","orthogonal","different decision"
"VS-01","MV-34","orthogonal","different decision"
"VS-01","MV-35","orthogonal","different decision"
"VS-01","MV-36","orthogonal","different decision"
"VS-01","MV-37","orthogonal","different decision"
"VS-01","MV-38","orthogonal","different decision"
"VS-01","MV-39","orthogonal","different decision"
"VS-01","MV-40","orthogonal","different decision"
"VS-01","VS-01","self","same rule"
"VS-01","VS-02","orthogonal","different decision"
"VS-01","VS-03","orthogonal","different decision"
"VS-01","VS-04","orthogonal","different decision"
"VS-01","VS-05","orthogonal","different decision"
"VS-01","VS-06","orthogonal","different decision"
"VS-01","VS-07","orthogonal","different decision"
"VS-01","VS-08","orthogonal","different decision"
"VS-01","VS-09","orthogonal","different decision"
"VS-01","DP-01","orthogonal","different decision"
"VS-01","DP-02","orthogonal","different decision"
"VS-01","DP-03","orthogonal","different decision"
"VS-01","DP-04","orthogonal","different decision"
"VS-01","DP-05","orthogonal","different decision"
"VS-01","DP-06","orthogonal","different decision"
"VS-01","DP-07","orthogonal","different decision"
"VS-01","DP-08","orthogonal","different decision"
"VS-01","DP-09","orthogonal","different decision"
"VS-01","DP-10","orthogonal","different decision"
"VS-01","DP-11","orthogonal","different decision"
"VS-01","DP-13","orthogonal","different decision"
"VS-01","DP-14","orthogonal","different decision"
"VS-01","DP-12","orthogonal","different decision"
"VS-01","JS-01","orthogonal","different decision"
"VS-01","JS-02","orthogonal","different decision"
"VS-01","JS-03","orthogonal","different decision"
"VS-01","JS-04","orthogonal","different decision"
"VS-01","JS-05","orthogonal","different decision"
"VS-01","JS-06","orthogonal","different decision"
"VS-01","JS-07","orthogonal","different decision"
"VS-01","JS-08","orthogonal","different decision"
"VS-01","JS-09","orthogonal","different decision"
"VS-01","JS-10","orthogonal","different decision"
"VS-01","KB-01","orthogonal","different decision"
"VS-01","KB-02","orthogonal","different decision"
"VS-01","KB-03","orthogonal","different decision"
"VS-01","KB-04","orthogonal","different decision"
"VS-01","KB-05","orthogonal","different decision"
"VS-01","KB-06","orthogonal","different decision"
"VS-01","KB-07","orthogonal","different decision"
"VS-01","KB-08","orthogonal","different decision"
"VS-01","KB-09","orthogonal","different decision"
"VS-01","KB-10","orthogonal","different decision"
"VS-01","KB-11","orthogonal","different decision"
"VS-01","KB-12","orthogonal","different decision"
"VS-01","KB-13","orthogonal","different decision"
"VS-01","KB-15","orthogonal","different decision"
"VS-01","KB-14","orthogonal","different decision"
"VS-01","SV-01","orthogonal","different decision"
"VS-01","SV-02","orthogonal","different decision"
"VS-01","SV-03","orthogonal","different decision"
"VS-01","SV-04","orthogonal","different decision"
"VS-01","SV-05","orthogonal","different decision"
"VS-01","IM-01","orthogonal","different decision"
"VS-01","IM-02","orthogonal","different decision"
"VS-01","IM-03","orthogonal","different decision"
"VS-01","IM-04","orthogonal","different decision"
"VS-01","IM-05","orthogonal","different decision"
"VS-01","IM-06","orthogonal","different decision"
"VS-01","IM-07","orthogonal","different decision"
"VS-01","IM-08","orthogonal","different decision"
"VS-01","IM-09","orthogonal","different decision"
"VS-01","IM-10","orthogonal","different decision"
"VS-01","IM-11","orthogonal","different decision"
"VS-01","IM-12","orthogonal","different decision"
"VS-01","IM-13","orthogonal","different decision"
"VS-01","IM-14","orthogonal","different decision"
"VS-01","IM-15","orthogonal","different decision"
"VS-01","IM-16","orthogonal","different decision"
"VS-01","IM-17","orthogonal","different decision"
"VS-02","IN-01","orthogonal","different decision"
"VS-02","IN-02","orthogonal","different decision"
"VS-02","IN-03","orthogonal","different decision"
"VS-02","IN-04","orthogonal","different decision"
"VS-02","IN-05","orthogonal","different decision"
"VS-02","SL-01","orthogonal","different decision"
"VS-02","SL-02","orthogonal","different decision"
"VS-02","SL-03","orthogonal","different decision"
"VS-02","SL-04","orthogonal","different decision"
"VS-02","SL-05","orthogonal","different decision"
"VS-02","SL-06","orthogonal","different decision"
"VS-02","SL-07","orthogonal","different decision"
"VS-02","SL-08","orthogonal","different decision"
"VS-02","SL-09","orthogonal","different decision"
"VS-02","SL-10","orthogonal","different decision"
"VS-02","SL-11","orthogonal","different decision"
"VS-02","SL-12","orthogonal","different decision"
"VS-02","SL-13","orthogonal","different decision"
"VS-02","SL-14","orthogonal","different decision"
"VS-02","SL-15","orthogonal","different decision"
"VS-02","SQ-01","orthogonal","different decision"
"VS-02","SQ-02","orthogonal","different decision"
"VS-02","SQ-03","orthogonal","different decision"
"VS-02","SQ-04","orthogonal","different decision"
"VS-02","SQ-05","orthogonal","different decision"
"VS-02","GR-01","orthogonal","different decision"
"VS-02","GR-02","orthogonal","different decision"
"VS-02","GR-18","orthogonal","different decision"
"VS-02","GR-19","orthogonal","different decision"
"VS-02","GR-20","orthogonal","different decision"
"VS-02","GR-03","orthogonal","different decision"
"VS-02","GR-04","orthogonal","different decision"
"VS-02","GR-05","orthogonal","different decision"
"VS-02","GR-06","orthogonal","different decision"
"VS-02","GR-07","orthogonal","different decision"
"VS-02","GR-08","orthogonal","different decision"
"VS-02","GR-09","orthogonal","different decision"
"VS-02","GR-10","orthogonal","different decision"
"VS-02","GR-11","orthogonal","different decision"
"VS-02","GR-12","orthogonal","different decision"
"VS-02","GR-13","orthogonal","different decision"
"VS-02","GR-14","orthogonal","different decision"
"VS-02","GR-15","orthogonal","different decision"
"VS-02","GR-16","orthogonal","different decision"
"VS-02","GR-17","orthogonal","different decision"
"VS-02","PS-01","orthogonal","different decision"
"VS-02","PS-02","orthogonal","different decision"
"VS-02","PS-03","orthogonal","different decision"
"VS-02","PS-04","orthogonal","different decision"
"VS-02","PS-05","orthogonal","different decision"
"VS-02","PS-06","orthogonal","different decision"
"VS-02","PS-07","orthogonal","different decision"
"VS-02","PS-08","orthogonal","different decision"
"VS-02","PS-09","orthogonal","different decision"
"VS-02","PS-10","orthogonal","different decision"
"VS-02","PS-11","orthogonal","different decision"
"VS-02","PS-12","orthogonal","different decision"
"VS-02","PS-13","orthogonal","different decision"
"VS-02","PS-14","orthogonal","different decision"
"VS-02","PS-15","orthogonal","different decision"
"VS-02","BD-01","orthogonal","different decision"
"VS-02","BD-02","orthogonal","different decision"
"VS-02","BD-03","orthogonal","different decision"
"VS-02","BD-04","orthogonal","different decision"
"VS-02","BD-05","orthogonal","different decision"
"VS-02","BD-06","orthogonal","different decision"
"VS-02","BD-07","orthogonal","different decision"
"VS-02","AR-01","orthogonal","different decision"
"VS-02","AR-02","orthogonal","different decision"
"VS-02","AR-03","orthogonal","different decision"
"VS-02","AR-04","orthogonal","different decision"
"VS-02","AR-05","orthogonal","different decision"
"VS-02","AR-06","orthogonal","different decision"
"VS-02","AR-07","orthogonal","different decision"
"VS-02","AR-08","orthogonal","different decision"
"VS-02","AR-09","orthogonal","different decision"
"VS-02","AR-10","orthogonal","different decision"
"VS-02","AR-11","orthogonal","different decision"
"VS-02","AR-12","orthogonal","different decision"
"VS-02","AR-13","orthogonal","different decision"
"VS-02","AR-14","orthogonal","different decision"
"VS-02","AR-15","orthogonal","different decision"
"VS-02","AR-16","orthogonal","different decision"
"VS-02","AR-17","orthogonal","different decision"
"VS-02","MV-01","orthogonal","different decision"
"VS-02","MV-02","orthogonal","different decision"
"VS-02","MV-03","orthogonal","different decision"
"VS-02","MV-04","orthogonal","different decision"
"VS-02","MV-05","orthogonal","different decision"
"VS-02","MV-06","orthogonal","different decision"
"VS-02","MV-07","orthogonal","different decision"
"VS-02","MV-08","orthogonal","different decision"
"VS-02","MV-09","orthogonal","different decision"
"VS-02","MV-10","orthogonal","different decision"
"VS-02","MV-11","orthogonal","different decision"
"VS-02","MV-12","orthogonal","different decision"
"VS-02","MV-13","orthogonal","different decision"
"VS-02","MV-14","orthogonal","different decision"
"VS-02","MV-15","orthogonal","different decision"
"VS-02","MV-16","orthogonal","different decision"
"VS-02","MV-17","orthogonal","different decision"
"VS-02","MV-18","orthogonal","different decision"
"VS-02","MV-19","orthogonal","different decision"
"VS-02","MV-20","orthogonal","different decision"
"VS-02","MV-21","orthogonal","different decision"
"VS-02","MV-22","orthogonal","different decision"
"VS-02","MV-23","orthogonal","different decision"
"VS-02","MV-24","orthogonal","different decision"
"VS-02","MV-25","orthogonal","different decision"
"VS-02","MV-26","orthogonal","different decision"
"VS-02","MV-27","orthogonal","different decision"
"VS-02","MV-28","orthogonal","different decision"
"VS-02","MV-29","orthogonal","different decision"
"VS-02","MV-30","orthogonal","different decision"
"VS-02","MV-31","orthogonal","different decision"
"VS-02","MV-32","orthogonal","different decision"
"VS-02","MV-33","orthogonal","different decision"
"VS-02","MV-34","orthogonal","different decision"
"VS-02","MV-35","orthogonal","different decision"
"VS-02","MV-36","orthogonal","different decision"
"VS-02","MV-37","orthogonal","different decision"
"VS-02","MV-38","orthogonal","different decision"
"VS-02","MV-39","orthogonal","different decision"
"VS-02","MV-40","orthogonal","different decision"
"VS-02","VS-01","orthogonal","different decision"
"VS-02","VS-02","self","same rule"
"VS-02","VS-03","orthogonal","different decision"
"VS-02","VS-04","orthogonal","different decision"
"VS-02","VS-05","orthogonal","different decision"
"VS-02","VS-06","orthogonal","different decision"
"VS-02","VS-07","orthogonal","different decision"
"VS-02","VS-08","orthogonal","different decision"
"VS-02","VS-09","orthogonal","different decision"
"VS-02","DP-01","orthogonal","different decision"
"VS-02","DP-02","orthogonal","different decision"
"VS-02","DP-03","orthogonal","different decision"
"VS-02","DP-04","orthogonal","different decision"
"VS-02","DP-05","orthogonal","different decision"
"VS-02","DP-06","orthogonal","different decision"
"VS-02","DP-07","orthogonal","different decision"
"VS-02","DP-08","orthogonal","different decision"
"VS-02","DP-09","orthogonal","different decision"
"VS-02","DP-10","orthogonal","different decision"
